CustomerID,State,CLV,Response,Coverage,Education,EffectiveToDate,EmploymentStatus,Gender,Income
SU86402,Arizona,6568.75877,No,Extended,High School or Below,1/30/2011,Disabled,F,25876
CI95726,Nevada,3644.833554,Yes,Extended,High School or Below,1/15/2011,Employed,F,82477
JE98863,Arizona,3910.697956,No,Extended,Bachelor,2/18/2011,Employed,F,58713
DD89544,Arizona,18704.85055,No,Extended,Bachelor,1/10/2011,Employed,M,64929
HK28125,California,24337.38181,No,Extended,High School or Below,1/4/2011,Unemployed,M,0
VT52978,Nevada,12547.42888,No,Premium,High School or Below,1/21/2011,Employed,M,32857
DU66620,Nevada,4582.685265,No,Basic,College,2/13/2011,Medical Leave,M,19065
YC83239,Washington,2864.093984,No,Extended,Bachelor,1/13/2011,Unemployed,F,0
VS40267,California,30850.58677,No,Basic,High School or Below,2/8/2011,Disabled,M,25503
WJ55369,Arizona,7366.093547,No,Extended,High School or Below,2/5/2011,Employed,M,30250
MZ23183,Oregon,4224.832303,No,Basic,Bachelor,1/25/2011,Unemployed,M,0
DV58197,California,8256.2978,Yes,Basic,Bachelor,1/25/2011,Employed,F,62902
RZ97514,Oregon,7498.824515,No,Basic,Master,1/27/2011,Unemployed,F,0
ET90029,Arizona,25626.70699,No,Extended,Doctor,2/12/2011,Medical Leave,F,14278
SD21312,Nevada,5989.773931,Yes,Premium,College,1/19/2011,Employed,M,66839
FG31425,Arizona,2530.810167,No,Basic,College,2/21/2011,Employed,F,37811
FA15338,Arizona,13569.24071,No,Basic,High School or Below,1/9/2011,Medical Leave,M,20978
HD53787,California,13113.13865,No,Extended,College,2/10/2011,Medical Leave,F,28519
ME11422,California,5085.023369,No,Basic,College,2/12/2011,Unemployed,M,0
QN36109,Nevada,4554.557242,No,Basic,Master,2/8/2011,Employed,F,85140
UL80763,Oregon,4014.453113,Yes,Extended,Doctor,1/8/2011,Employed,F,37384
DH61947,Oregon,2863.043304,No,Extended,Bachelor,2/12/2011,Unemployed,M,0
QX54905,Nevada,7200.664877,Yes,Basic,College,1/26/2011,Unemployed,F,0
XQ39498,Oregon,30909.22228,No,Premium,High School or Below,2/12/2011,Employed,M,57659
FQ51281,Oregon,8170.621997,No,Basic,Bachelor,1/27/2011,Employed,F,95241
NA45983,Arizona,2877.813846,No,Basic,College,1/12/2011,Employed,M,38870
LC23144,California,8478.30421,No,Basic,High School or Below,2/28/2011,Medical Leave,F,13870
SG54382,Arizona,8646.547993,No,Extended,Bachelor,2/3/2011,Employed,M,25964
XH54129,California,4755.762589,No,Premium,High School or Below,2/17/2011,Employed,F,72193
QD28391,Washington,7425.845305,No,Basic,College,1/31/2011,Employed,M,84302
HX55735,Nevada,4462.997006,Yes,Basic,Bachelor,1/30/2011,Unemployed,F,0
AI49712,Washington,2593.897887,No,Basic,High School or Below,1/21/2011,Unemployed,F,0
YM53951,Oregon,6006.441801,No,Extended,College,2/17/2011,Employed,M,39482
JO77924,Oregon,10010.14003,No,Extended,High School or Below,1/29/2011,Employed,M,66371
EZ20115,California,26305.41541,No,Basic,Bachelor,2/9/2011,Employed,M,35300
DD88614,California,7096.598526,No,Extended,Doctor,1/21/2011,Employed,F,67735
BO21461,California,2859.799774,No,Basic,College,1/10/2011,Employed,M,98879
EX13440,Oregon,29589.94128,No,Basic,High School or Below,1/6/2011,Unemployed,M,0
UB87714,Oregon,9667.129686,No,Extended,Master,1/27/2011,Employed,M,72885
VW84197,Oregon,21941.85759,No,Basic,Bachelor,2/20/2011,Employed,F,26378
HP56518,Oregon,5548.031892,Yes,Basic,Bachelor,1/13/2011,Employed,M,67798
SP81997,Washington,7752.933281,No,Extended,Master,2/11/2011,Employed,F,41275
VH66357,California,2769.72527,No,Basic,College,2/19/2011,Employed,M,39646
IM30965,Oregon,2545.070274,No,Basic,High School or Below,2/15/2011,Employed,M,71868
TQ37204,Oregon,8629.329351,No,Basic,High School or Below,1/9/2011,Employed,F,59107
NN54114,Arizona,4915.39018,No,Basic,Bachelor,1/9/2011,Unemployed,M,0
BI27443,Arizona,4896.562733,No,Extended,College,2/18/2011,Employed,F,36428
WL86517,Nevada,4013.959621,No,Extended,Doctor,2/6/2011,Employed,F,93284
HW40931,Oregon,10834.86984,No,Extended,College,1/6/2011,Employed,F,34612
NN44758,Arizona,4669.22664,Yes,Premium,High School or Below,2/14/2011,Employed,F,76157
NQ18750,Oregon,29577.28414,No,Premium,College,2/16/2011,Unemployed,M,0
GC34791,Nevada,9259.729948,No,Basic,High School or Below,2/3/2011,Disabled,M,17109
SY22123,California,6300.440231,No,Extended,College,1/5/2011,Medical Leave,F,29539
DY17416,Oregon,6031.518652,No,Extended,College,2/7/2011,Employed,M,49539
KE57057,California,2300.334605,No,Basic,High School or Below,2/3/2011,Unemployed,F,0
AT24793,Oregon,6863.124573,No,Premium,College,1/16/2011,Employed,M,25352
SL71998,Oregon,2797.759849,No,Basic,College,1/18/2011,Employed,M,63223
AP66226,Nevada,4479.494223,No,Basic,Bachelor,2/10/2011,Medical Leave,M,18505
HI91534,California,4571.509384,No,Basic,College,1/11/2011,Employed,F,91485
TK61994,Oregon,6104.501453,No,Extended,College,2/28/2011,Disabled,F,18690
CW35098,Washington,3297.904615,No,Extended,College,1/5/2011,Unemployed,M,0
WX30852,Arizona,2639.982596,No,Basic,Bachelor,2/4/2011,Employed,F,69819
SK69036,California,13780.48818,No,Premium,Bachelor,2/20/2011,Employed,M,25708
YI79084,Nevada,3702.63121,No,Extended,Doctor,1/17/2011,Employed,M,33738
KF46546,Arizona,5789.352696,No,Basic,Bachelor,2/12/2011,Employed,F,75845
GA71186,Nevada,13464.60289,No,Basic,High School or Below,1/6/2011,Employed,M,83392
KL65897,California,6331.338496,No,Extended,Bachelor,2/21/2011,Unemployed,F,0
CF15086,California,3838.113442,No,Extended,College,1/11/2011,Employed,M,76375
HG40729,Oregon,11274.91011,No,Premium,College,2/11/2011,Unemployed,M,0
VP55618,California,6052.003301,No,Extended,College,2/5/2011,Employed,M,32330
ZL23478,California,33451.7935,No,Extended,Bachelor,2/11/2011,Employed,F,85689
EY75197,Arizona,5611.926939,No,Premium,Bachelor,1/24/2011,Unemployed,F,0
SF11920,Arizona,5607.253592,No,Basic,College,2/25/2011,Employed,F,39507
DY57308,California,8835.159206,No,Basic,Bachelor,1/18/2011,Employed,F,22373
HP73832,California,3796.547659,No,Extended,College,1/17/2011,Employed,F,20217
WP58797,Oregon,3936.785538,No,Basic,Bachelor,2/28/2011,Disabled,M,19245
ZM33786,Arizona,37150.82945,No,Basic,High School or Below,1/12/2011,Disabled,F,17774
LY19199,Oregon,4815.532839,No,Basic,Bachelor,1/26/2011,Employed,M,80355
IX60436,Arizona,2853.370449,No,Basic,Bachelor,1/29/2011,Employed,M,65099
UK29448,Oregon,2467.459952,No,Basic,Bachelor,1/1/2011,Unemployed,M,0
QA49556,Washington,5200.22777,No,Basic,Master,1/31/2011,Employed,M,23401
ST78006,Oregon,4594.263722,No,Basic,High School or Below,1/1/2011,Unemployed,F,0
KD63903,Arizona,8586.662939,No,Basic,College,2/27/2011,Unemployed,M,0
GV62858,California,4091.934934,No,Premium,Bachelor,2/23/2011,Employed,F,38692
DN66715,California,5181.620895,Yes,Basic,Master,2/3/2011,Employed,F,97131
LU30834,Oregon,14230.3242,No,Basic,Bachelor,2/22/2011,Employed,F,78046
HN35280,Arizona,2446.664534,No,Basic,Bachelor,2/13/2011,Employed,M,82225
DG21323,California,4758.564558,No,Basic,High School or Below,2/13/2011,Unemployed,F,0
KD16729,Nevada,6645.928117,No,Extended,College,1/25/2011,Employed,M,21144
WO17738,Oregon,8717.851882,No,Premium,High School or Below,1/15/2011,Employed,F,36645
VB22338,Nevada,4110.620178,No,Basic,High School or Below,1/3/2011,Employed,M,31842
JU66696,California,9810.407902,No,Extended,Master,2/20/2011,Unemployed,F,0
AE60813,Oregon,4993.025273,No,Basic,College,2/17/2011,Employed,F,75090
AS99827,Oregon,4463.607161,No,Basic,Bachelor,2/12/2011,Unemployed,F,0
XQ80738,Oregon,2895.213818,No,Basic,High School or Below,2/5/2011,Employed,F,72014
KX82226,Arizona,3185.17031,No,Extended,High School or Below,2/20/2011,Medical Leave,M,13512
MA43940,Oregon,9343.198788,No,Basic,High School or Below,2/13/2011,Employed,M,75909
JL93248,Oregon,7296.535053,No,Basic,High School or Below,2/12/2011,Disabled,F,18884
PY98628,Arizona,5568.947534,Yes,Extended,High School or Below,1/1/2011,Unemployed,M,0
GX32768,Oregon,7627.026893,No,Basic,Bachelor,1/4/2011,Unemployed,F,0
AM89558,Nevada,4636.54647,Yes,Basic,College,1/1/2011,Retired,M,26802
EL41362,California,5329.12883,No,Basic,College,2/11/2011,Employed,F,99839
XK91603,California,2478.235474,No,Basic,College,2/4/2011,Employed,F,24186
MG77033,California,5522.769962,No,Basic,College,2/15/2011,Employed,M,46971
OM70085,Oregon,8586.528213,No,Extended,Bachelor,2/7/2011,Unemployed,F,0
NB57112,Oregon,8104.503269,No,Basic,Bachelor,2/22/2011,Unemployed,F,0
WH60140,Arizona,2356.702311,No,Basic,Bachelor,1/19/2011,Unemployed,M,0
FV92759,Oregon,2004.350666,Yes,Basic,College,2/22/2011,Unemployed,F,0
YW85018,Nevada,2810.464447,Yes,Basic,Bachelor,2/27/2011,Employed,M,26790
BY84257,Arizona,2379.614363,No,Basic,College,2/10/2011,Unemployed,M,0
JT69863,Arizona,2410.105206,No,Basic,Bachelor,2/23/2011,Medical Leave,M,16258
OE15600,California,2544.969754,No,Basic,College,2/6/2011,Employed,M,91169
BU81591,California,10153.88899,No,Extended,College,2/15/2011,Unemployed,M,0
XL44677,California,2300.691547,Yes,Basic,Bachelor,1/15/2011,Retired,M,25905
No73821,Oregon,10145.44091,No,Extended,High School or Below,1/19/2011,Employed,M,44577
VJ24328,Oregon,2599.04158,No,Basic,High School or Below,2/21/2011,Employed,M,53021
XW63353,Oregon,6689.022728,Yes,Extended,High School or Below,2/13/2011,Employed,M,56980
JZ31045,California,2721.589169,No,Basic,College,2/4/2011,Employed,F,97719
UM27359,Arizona,7524.88292,No,Basic,Bachelor,2/15/2011,Employed,M,49530
ND71187,Arizona,9487.721906,No,Extended,Master,2/26/2011,Employed,M,56233
YR63096,Nevada,5977.78537,No,Basic,High School or Below,1/14/2011,Employed,F,79140
SN21895,Arizona,6411.117312,No,Extended,Bachelor,2/27/2011,Medical Leave,F,13088
FY90924,Arizona,2944.180861,No,Basic,High School or Below,1/5/2011,Employed,F,73601
CN30964,California,6685.797205,No,Extended,Bachelor,2/26/2011,Employed,F,31517
BN14307,Oregon,4692.660787,No,Basic,College,2/2/2011,Unemployed,M,0
XG35514,California,4502.667305,No,Basic,High School or Below,2/19/2011,Unemployed,M,0
RL28918,California,16504.96173,No,Basic,High School or Below,2/21/2011,Employed,M,42148
SR74929,Oregon,9460.17545,No,Extended,High School or Below,1/22/2011,Unemployed,F,0
HK93338,Washington,7931.722181,No,Basic,High School or Below,2/20/2011,Disabled,F,23769
QR53727,Arizona,7974.390276,No,Basic,High School or Below,2/28/2011,Unemployed,F,0
SQ35375,Oregon,5054.334903,No,Basic,Doctor,2/20/2011,Employed,F,22241
UD77728,Arizona,5657.806998,No,Basic,Bachelor,2/26/2011,Employed,F,23550
GP13187,California,14917.33495,No,Basic,Master,1/12/2011,Unemployed,F,0
AQ70619,California,13046.65319,No,Basic,High School or Below,1/8/2011,Employed,M,71024
IP65887,Oregon,38410.59556,No,Basic,Bachelor,2/26/2011,Employed,F,71644
KS98084,California,5069.071361,No,Basic,Master,2/7/2011,Employed,F,50363
QU55718,California,10978.7834,No,Extended,Bachelor,2/12/2011,Employed,F,92914
TS31417,Washington,39769.55524,No,Basic,College,1/26/2011,Medical Leave,M,16645
QG83213,California,6559.34766,No,Extended,College,2/27/2011,Unemployed,M,0
SA40041,Washington,5749.883799,No,Basic,Bachelor,2/22/2011,Employed,F,22814
MC36247,Oregon,16473.16905,Yes,Basic,Bachelor,2/24/2011,Retired,M,22828
FO13070,California,5780.182197,Yes,Basic,High School or Below,2/26/2011,Employed,M,51066
VL97142,Oregon,26200.83423,No,Basic,College,2/22/2011,Employed,M,68507
CI57475,Arizona,3272.010846,No,Extended,College,1/18/2011,Unemployed,F,0
KJ19260,Arizona,4682.249396,No,Basic,College,2/3/2011,Employed,M,37929
GN93462,California,6496.197101,No,Extended,Bachelor,1/22/2011,Employed,M,89285
QB86817,Oregon,7446.812516,No,Extended,High School or Below,1/15/2011,Employed,F,98235
AZ68072,Oregon,4549.337013,No,Basic,Bachelor,1/24/2011,Medical Leave,F,23650
MZ43298,California,5200.076742,No,Extended,Bachelor,2/19/2011,Employed,F,90167
KS12490,Oregon,10594.13249,No,Extended,High School or Below,1/19/2011,Employed,M,64669
TL18087,Washington,3059.282091,No,Extended,Bachelor,2/27/2011,Employed,M,65083
ZT18953,Oregon,8181.715637,No,Basic,Bachelor,2/14/2011,Unemployed,F,0
EF13716,Oregon,2697.328799,No,Basic,College,2/14/2011,Employed,M,60462
RN87402,California,10369.3874,No,Basic,College,2/8/2011,Unemployed,F,0
RJ40995,Arizona,2491.317024,Yes,Basic,Doctor,1/29/2011,Employed,M,36631
GB47529,Oregon,5396.372449,No,Extended,High School or Below,2/6/2011,Employed,F,40308
MB63131,Oregon,4652.886703,No,Basic,Bachelor,2/28/2011,Unemployed,F,0
KN57002,Arizona,9015.915395,No,Extended,Bachelor,1/23/2011,Unemployed,M,0
DR68556,Oregon,7857.357595,No,Basic,High School or Below,1/13/2011,Employed,M,85067
CS70768,California,6763.181497,No,Basic,High School or Below,1/24/2011,Unemployed,F,0
XY33610,Washington,15695.53941,No,Basic,College,1/27/2011,Employed,M,97750
LO17953,Oregon,5219.199247,No,Basic,Doctor,2/27/2011,Employed,F,38704
LZ35469,California,2582.408525,Yes,Basic,Bachelor,2/14/2011,Employed,F,76731
BM27144,California,7653.283759,No,Basic,College,1/31/2011,Employed,F,57446
EA14700,California,4966.736817,No,Basic,Bachelor,1/26/2011,Unemployed,M,0
FQ70521,California,8927.134298,No,Premium,High School or Below,2/11/2011,Employed,F,96768
OA99158,California,21423.63723,Yes,Basic,Bachelor,1/3/2011,Unemployed,M,0
YS84064,Arizona,15481.25277,No,Premium,Bachelor,1/5/2011,Unemployed,M,0
YD45065,Oregon,8714.922135,Yes,Basic,College,2/21/2011,Unemployed,F,0
OC88207,California,5577.237773,No,Basic,Master,1/13/2011,Employed,M,77265
IL47644,Oregon,8860.654206,No,Basic,High School or Below,1/3/2011,Employed,F,48736
CW27031,Washington,13450.95561,No,Extended,High School or Below,2/2/2011,Unemployed,F,0
XX44146,California,6464.417095,No,Extended,High School or Below,1/26/2011,Unemployed,F,0
LH26131,Nevada,3876.772694,No,Premium,High School or Below,2/8/2011,Unemployed,F,0
HU94030,Arizona,10103.65572,No,Extended,High School or Below,1/27/2011,Employed,F,46667
GP39118,Washington,4996.552721,No,Basic,High School or Below,2/17/2011,Employed,M,71600
QL80658,Arizona,3934.712712,No,Extended,High School or Below,1/20/2011,Employed,M,84229
LU63980,Nevada,2219.995914,No,Basic,College,2/22/2011,Unemployed,M,0
HQ41200,Oregon,7974.949597,No,Premium,College,2/18/2011,Employed,F,26118
DZ81394,Oregon,8708.018769,No,Basic,High School or Below,1/3/2011,Unemployed,F,0
IN41344,Washington,2907.363467,No,Basic,College,1/15/2011,Employed,M,24049
QJ22615,Arizona,4881.299084,No,Basic,Master,2/21/2011,Employed,F,37998
FJ24418,Arizona,3652.666261,No,Extended,Doctor,1/30/2011,Unemployed,F,0
JR45097,Oregon,12779.89903,No,Basic,College,1/23/2011,Unemployed,M,0
DT82702,Arizona,7200.664877,Yes,Basic,College,1/26/2011,Unemployed,F,0
ME87834,Oregon,4219.02412,No,Basic,Bachelor,2/20/2011,Employed,M,62396
DB91647,California,5816.712126,No,Basic,College,2/13/2011,Employed,M,99239
UM44109,Oregon,7908.452072,No,Basic,College,1/24/2011,Employed,M,94303
RT22532,Arizona,3954.344534,Yes,Basic,Bachelor,2/25/2011,Disabled,M,18375
DU60004,Nevada,3560.628183,No,Extended,College,1/26/2011,Employed,F,76769
XR17548,Oregon,5064.127663,No,Basic,High School or Below,2/22/2011,Employed,M,78735
VR14881,Oregon,8489.843197,No,Extended,Bachelor,1/27/2011,Unemployed,M,0
FS81127,California,2425.29505,No,Basic,Bachelor,1/3/2011,Unemployed,F,0
VD19899,California,27542.36956,No,Premium,Doctor,2/28/2011,Employed,F,50494
SP93911,California,8828.933996,No,Premium,High School or Below,2/23/2011,Employed,F,86721
GH49378,California,5059.325681,No,Basic,Bachelor,2/18/2011,Employed,F,67371
MZ30958,Nevada,6715.59268,No,Extended,High School or Below,2/25/2011,Retired,M,21835
FU55433,Arizona,2671.817549,No,Basic,High School or Below,2/24/2011,Employed,M,62452
SZ14518,California,8098.96921,No,Basic,College,1/18/2011,Unemployed,F,0
XI58886,California,2795.546288,No,Basic,High School or Below,1/9/2011,Employed,M,69809
NL17031,Washington,2972.459706,No,Extended,High School or Below,2/28/2011,Unemployed,M,0
OB32861,Nevada,6288.156817,No,Extended,High School or Below,1/21/2011,Unemployed,M,0
AZ84403,Oregon,61850.18803,No,Extended,College,2/4/2011,Unemployed,F,0
PU34934,Arizona,10394.36269,No,Extended,College,1/23/2011,Employed,F,22601
WX87964,Washington,4935.189986,No,Basic,High School or Below,2/15/2011,Employed,M,29560
VI12468,Oregon,35013.54166,No,Extended,Bachelor,2/24/2011,Unemployed,F,0
RC44077,California,2810.464447,Yes,Basic,Bachelor,2/27/2011,Employed,M,26790
ZQ48144,California,3636.943738,No,Extended,Bachelor,1/11/2011,Employed,F,34986
MA83261,Arizona,2785.418107,No,Basic,High School or Below,1/18/2011,Employed,M,66378
ER63193,California,7715.103608,No,Extended,High School or Below,1/25/2011,Employed,F,48784
XZ34917,Washington,5643.802354,No,Basic,Bachelor,1/10/2011,Employed,M,41043
WH36754,Oregon,19088.34203,No,Basic,College,1/21/2011,Employed,F,32775
ZG90341,Oregon,9156.272726,No,Premium,Bachelor,2/7/2011,Employed,M,61200
KR82385,California,5454.587929,No,Basic,Master,1/26/2011,Employed,M,66334
MC48570,Arizona,2470.441268,No,Basic,Doctor,2/26/2011,Disabled,F,18661
MP13698,Oregon,7809.855966,No,Premium,College,1/29/2011,Unemployed,F,0
JE84351,Oregon,6938.874476,No,Extended,Bachelor,1/4/2011,Employed,M,53133
BU72276,California,5318.89664,Yes,Basic,Bachelor,1/12/2011,Employed,F,25134
DC78147,Arizona,13727.79972,Yes,Extended,College,1/8/2011,Unemployed,M,0
DB17162,Arizona,5363.405969,No,Basic,High School or Below,2/14/2011,Employed,M,64324
TG97744,Oregon,3265.156348,Yes,Extended,Bachelor,1/26/2011,Employed,F,25820
QT26393,California,2446.911045,No,Basic,Bachelor,2/24/2011,Medical Leave,M,29152
UG49716,Washington,4196.689511,No,Basic,College,1/3/2011,Unemployed,F,0
HF11584,Arizona,12913.49818,No,Basic,Master,1/11/2011,Employed,M,62448
MS87381,California,23866.15656,No,Extended,High School or Below,2/14/2011,Unemployed,F,0
YU79270,Arizona,4633.336334,No,Basic,College,1/15/2011,Medical Leave,M,27132
HU81007,Oregon,8196.077584,No,Basic,Bachelor,2/28/2011,Disabled,F,21706
XH53960,Arizona,2167.330201,No,Basic,Bachelor,2/12/2011,Unemployed,F,0
MM62953,Arizona,5619.849825,No,Basic,High School or Below,2/16/2011,Employed,M,66620
DA74095,Arizona,6102.307214,No,Premium,Bachelor,2/18/2011,Employed,F,42800
QD46343,Arizona,3919.366722,Yes,Extended,High School or Below,1/5/2011,Employed,F,66676
FR17176,Arizona,14944.83656,No,Basic,High School or Below,2/23/2011,Unemployed,F,0
WY26014,California,10819.999,No,Extended,High School or Below,1/19/2011,Employed,F,37433
RY32848,Oregon,15839.08876,No,Extended,Doctor,2/21/2011,Employed,M,44930
JG83987,Arizona,6451.263836,No,Extended,Bachelor,1/13/2011,Employed,F,30857
MQ48266,Arizona,5564.957596,No,Basic,Bachelor,1/11/2011,Employed,F,46507
EA68909,California,2444.896824,No,Basic,Bachelor,2/8/2011,Employed,M,48473
KP51068,Oregon,2640.58732,No,Basic,Bachelor,2/1/2011,Employed,M,59961
CM78608,California,5823.162917,No,Basic,High School or Below,1/31/2011,Employed,F,88359
TZ11597,California,5755.539367,No,Basic,College,1/17/2011,Employed,M,97607
GS76685,California,10408.96865,Yes,Basic,High School or Below,2/18/2011,Retired,M,20228
BR40272,California,8247.952072,No,Premium,College,1/30/2011,Employed,M,49009
FX36546,Washington,3679.142115,No,Extended,Master,1/17/2011,Employed,M,60804
FY31714,Oregon,16331.43396,No,Extended,Bachelor,2/19/2011,Employed,M,78374
GL99349,California,20474.14563,No,Basic,High School or Below,2/1/2011,Employed,M,95621
HH49391,Oregon,9414.943031,No,Extended,High School or Below,1/10/2011,Retired,M,15741
WG26617,Oregon,9732.584122,No,Extended,Bachelor,2/28/2011,Employed,M,38279
JL97265,Oregon,4611.2543,No,Basic,Master,1/7/2011,Unemployed,M,0
QQ25666,Arizona,14510.7505,No,Basic,High School or Below,1/25/2011,Employed,M,60120
VE72838,Arizona,13770.97618,Yes,Premium,High School or Below,2/1/2011,Employed,F,59207
ZN27809,Oregon,8083.541953,No,Basic,College,1/13/2011,Unemployed,F,0
IZ71030,California,2570.190941,No,Basic,College,2/8/2011,Employed,F,69446
LU79958,Washington,2273.62059,No,Basic,Bachelor,1/17/2011,Unemployed,F,0
KT30737,California,3995.358195,No,Basic,College,1/29/2011,Unemployed,M,0
IU32539,California,7282.221435,No,Extended,Bachelor,2/12/2011,Employed,F,50886
UI73924,Oregon,2469.56901,No,Basic,Bachelor,1/2/2011,Employed,F,55257
RZ89359,California,2450.625315,No,Basic,College,1/11/2011,Employed,F,61883
CE21829,Oregon,10856.17638,No,Extended,College,1/30/2011,Employed,M,37233
BU17847,Arizona,9075.768214,Yes,Basic,Master,1/26/2011,Employed,M,37722
XA63646,California,4654.582368,No,Premium,Master,1/7/2011,Employed,F,81883
EA40332,Oregon,15394.8718,No,Premium,Bachelor,1/22/2011,Employed,M,35822
KB75939,Oregon,9421.101961,No,Extended,Bachelor,1/8/2011,Disabled,F,23059
PR98117,Oregon,2640.515863,No,Basic,Bachelor,2/11/2011,Employed,F,97666
ZE62067,Arizona,8509.850887,Yes,Basic,Master,1/31/2011,Disabled,M,26057
AU45793,Arizona,3436.134281,Yes,Extended,Doctor,2/18/2011,Employed,M,30817
RE29131,Oregon,4349.30875,Yes,Basic,College,2/10/2011,Employed,F,75648
FZ19620,Oregon,9672.701942,No,Extended,High School or Below,2/23/2011,Unemployed,M,0
HM93220,Arizona,15266.48446,No,Extended,High School or Below,2/9/2011,Medical Leave,F,25852
BO94261,Arizona,7550.867469,No,Basic,Doctor,1/20/2011,Unemployed,M,0
TC18805,Washington,9939.255085,No,Extended,Bachelor,1/15/2011,Disabled,M,13207
UQ24268,Oregon,14962.37103,No,Extended,High School or Below,2/12/2011,Unemployed,F,0
NF25863,Nevada,7887.82202,No,Extended,High School or Below,1/17/2011,Employed,M,32150
FD98839,Oregon,2894.327413,No,Basic,College,2/8/2011,Employed,M,52674
FN99437,California,4397.781207,No,Basic,College,2/25/2011,Employed,M,91653
DZ35379,Arizona,5781.015999,No,Basic,High School or Below,1/27/2011,Employed,F,69512
IA67715,California,7720.155885,No,Basic,High School or Below,2/26/2011,Employed,F,67332
JG61793,Washington,3046.248976,No,Extended,High School or Below,1/18/2011,Unemployed,M,0
CR41258,Nevada,2590.321715,No,Basic,College,2/12/2011,Employed,M,53304
BE75190,California,10155.30044,No,Extended,College,1/13/2011,Employed,M,28754
EW16697,Arizona,2552.00081,No,Basic,High School or Below,1/16/2011,Employed,F,50201
HI60054,California,9404.447425,No,Extended,Bachelor,2/1/2011,Employed,F,51593
MU57098,Oregon,5678.050167,Yes,Extended,Bachelor,1/19/2011,Unemployed,F,0
WB21698,California,3723.114445,No,Extended,High School or Below,2/7/2011,Employed,F,31974
MU75490,Oregon,8417.102804,No,Basic,Bachelor,1/25/2011,Employed,M,31756
UA44429,California,2520.028421,No,Basic,College,1/24/2011,Unemployed,F,0
PP64004,Nevada,8186.308757,No,Basic,Bachelor,1/20/2011,Disabled,F,20369
FI77477,Washington,4229.923123,No,Extended,College,1/23/2011,Unemployed,M,0
NT40494,California,5074.246068,No,Basic,High School or Below,2/27/2011,Employed,F,66933
YM98727,California,12981.52926,No,Premium,High School or Below,1/27/2011,Employed,F,39843
NT77164,Arizona,2744.172816,No,Basic,Doctor,2/9/2011,Medical Leave,M,16686
IL91509,Oregon,13226.22345,No,Basic,Bachelor,1/22/2011,Unemployed,F,0
PS47550,California,13178.43163,No,Basic,High School or Below,1/13/2011,Employed,F,80237
PK66498,California,8793.521303,No,Basic,High School or Below,1/2/2011,Employed,M,72897
NG93751,California,3245.332058,No,Extended,Bachelor,2/27/2011,Employed,M,46435
KL84615,Arizona,4624.622593,No,Basic,High School or Below,2/22/2011,Unemployed,M,0
AP27994,Oregon,4372.490855,No,Basic,High School or Below,2/1/2011,Disabled,F,23124
TP20456,Arizona,9090.269181,No,Extended,High School or Below,1/1/2011,Employed,M,45310
OB21477,Oregon,10777.56762,No,Extended,College,1/10/2011,Employed,M,53437
LH80781,Washington,5007.224298,No,Basic,College,1/25/2011,Unemployed,F,0
UU70820,Arizona,5867.12642,No,Basic,College,2/22/2011,Employed,F,27880
ER66372,California,14914.53488,No,Basic,Bachelor,2/22/2011,Employed,F,45963
XD81935,Oregon,5107.163002,Yes,Basic,Bachelor,1/26/2011,Employed,F,35625
AT30076,Nevada,3536.64749,No,Extended,High School or Below,1/3/2011,Employed,F,31727
EW34576,Arizona,2839.796453,No,Basic,High School or Below,1/25/2011,Employed,F,53071
XC14741,California,2939.939038,No,Basic,High School or Below,2/26/2011,Employed,M,97735
PG84165,California,2776.629135,No,Extended,High School or Below,1/27/2011,Unemployed,M,0
CN16311,Oregon,5476.527832,No,Basic,Master,2/6/2011,Employed,F,52218
TZ19823,California,3265.156348,Yes,Extended,Bachelor,1/26/2011,Employed,F,25820
NC34154,California,8066.073765,No,Basic,High School or Below,2/28/2011,Disabled,F,17950
LQ50657,Arizona,3644.833554,Yes,Extended,High School or Below,1/15/2011,Employed,F,82477
JL16084,Arizona,6611.118163,No,Extended,College,1/3/2011,Unemployed,F,0
CJ81391,Oregon,7582.113842,Yes,Basic,College,2/3/2011,Employed,M,64801
WQ89892,Washington,2607.81554,No,Basic,College,1/8/2011,Unemployed,F,0
JW70372,Arizona,7124.202899,No,Extended,Doctor,1/22/2011,Employed,F,61233
AW17574,Nevada,9435.540893,No,Extended,Bachelor,1/25/2011,Unemployed,F,0
GL66847,Arizona,8256.2978,Yes,Basic,Bachelor,1/25/2011,Employed,F,62902
DC62428,Arizona,5091.101225,No,Basic,High School or Below,1/9/2011,Employed,M,20244
KR54589,California,5881.813596,No,Basic,High School or Below,1/5/2011,Employed,F,86812
BC47264,California,7684.887717,No,Extended,College,2/5/2011,Employed,F,62192
SN58128,Oregon,10396.53186,No,Extended,College,2/18/2011,Employed,F,34948
TD97297,Oregon,8545.608946,No,Basic,Bachelor,2/25/2011,Employed,M,35456
TK13024,Oregon,4408.071476,No,Basic,College,2/3/2011,Employed,M,80640
LR97507,Arizona,2562.843896,No,Basic,High School or Below,2/19/2011,Unemployed,M,0
KC14861,Oregon,14886.70602,No,Basic,High School or Below,2/11/2011,Employed,M,91193
DC37886,Arizona,24338.51185,No,Basic,High School or Below,2/23/2011,Employed,F,73692
SP56326,Arizona,7452.998789,No,Premium,High School or Below,1/1/2011,Medical Leave,F,12195
OQ99704,Washington,3981.775889,No,Basic,Bachelor,2/11/2011,Employed,F,52801
