CustomerID,LocationCode,MaritalStatus,MonthlyPremiumAuto,MonthsSinceLastClaim,MonthsSincePolicyInception,NumberofOpenComplaints,NumberofPolicies,PolicyType,Policy,RenewOfferType,SalesChannel,TotalClaimAmount,VehicleClass,VehicleSize
IZ71030,Rural,Married,64,23,32,1,1,Personal Auto,,Offer3,Branch,26.731452,Four-Door Car,Medsize
LU79958,Suburban,Single,73,14,1,4,1,Personal Auto,,Offer1,Web,801.022368,Four-Door Car,Large
KT30737,Suburban,Single,119,19,98,0,1,Corporate Auto,,Offer2,Agent,856.8,SUV,Medsize
IU32539,Suburban,Single,95,25,9,1,9,Personal Auto,,Offer4,Branch,620.10464,Two-Door Car,Medsize
UI73924,Urban,Married,64,0,77,3,1,Personal Auto,,Offer3,Agent,209.596158,Two-Door Car,Medsize
RZ89359,Rural,Divorced,62,11,62,0,1,Personal Auto,,Offer4,Web,18.077998,Four-Door Car,Medsize
CE21829,Rural,Divorced,136,29,91,0,5,Personal Auto,,Offer1,Call Center,242.545602,SUV,Small
BU17847,Rural,Single,116,8,23,0,8,Personal Auto,,Offer1,Agent,158.077504,Sports Car,Medsize
XA63646,Urban,Married,114,15,40,0,1,Personal Auto,,Offer2,Branch,376.002146,Four-Door Car,Medsize
EA40332,Suburban,Divorced,197,25,79,0,7,Personal Auto,,Offer2,Agent,1404.868905,SUV,Medsize
KB75939,Rural,Divorced,126,30,66,0,3,Corporate Auto,,Offer3,Branch,95.845811,Sports Car,Medsize
PR98117,Rural,Single,66,16,60,0,1,Personal Auto,,Offer2,Branch,136.27248,Four-Door Car,Medsize
ZE62067,Suburban,Divorced,74,3,63,0,2,Corporate Auto,,Offer1,Call Center,523.888845,Four-Door Car,Small
AU45793,Rural,Divorced,88,25,43,0,1,Corporate Auto,,Offer2,Branch,91.834668,Four-Door Car,Medsize
RE29131,Rural,Married,108,28,10,0,1,Personal Auto,,Offer2,Branch,112.660916,SUV,Large
FZ19620,Suburban,Single,96,5,27,0,2,Corporate Auto,,Offer1,Agent,1120.677126,Four-Door Car,Medsize
HM93220,Suburban,Married,135,29,71,1,2,Personal Auto,,Offer1,Agent,648,Sports Car,Medsize
BO94261,Rural,Married,68,32,15,1,2,Personal Auto,,Offer2,Call Center,100.212651,Four-Door Car,Medsize
TC18805,Urban,Married,137,16,82,2,3,Personal Auto,,Offer1,Agent,392.920864,SUV,Medsize
UQ24268,Suburban,Married,82,9,58,0,2,Personal Auto,,Offer4,Agent,393.6,Four-Door Car,Medsize
NF25863,Suburban,Married,98,21,64,0,8,Personal Auto,,Offer1,Call Center,470.4,Two-Door Car,Medsize
FD98839,Rural,Married,73,8,49,0,1,Personal Auto,,Offer2,Call Center,166.5492,Two-Door Car,Large
FN99437,Urban,Divorced,111,10,25,0,1,Corporate Auto,,Offer2,Agent,343.98412,SUV,Medsize
DZ35379,Urban,Married,72,3,62,0,5,Personal Auto,,Offer2,Branch,196.977247,Two-Door Car,Medsize
IA67715,Suburban,Married,192,3,10,0,1,Personal Auto,,Offer4,Branch,921.6,Luxury Car,Medsize
JG61793,Suburban,Single,98,4,43,2,1,Personal Auto,,Offer1,Branch,705.6,Four-Door Car,Small
CR41258,Rural,Married,65,14,82,0,1,Personal Auto,,Offer3,Branch,116.322725,Four-Door Car,Medsize
BE75190,Suburban,Single,89,9,17,0,2,Corporate Auto,,Offer2,Web,427.2,Four-Door Car,Medsize
EW16697,Rural,Married,64,21,99,0,1,Personal Auto,,Offer4,Agent,99.894584,Two-Door Car,Medsize
HI60054,Urban,Married,80,5,91,2,2,Personal Auto,,Offer1,Agent,202.905809,Two-Door Car,Medsize
MU57098,Suburban,Married,76,8,44,0,3,Personal Auto,,Offer2,Agent,364.8,Four-Door Car,Small
WB21698,Urban,Married,92,25,77,0,1,Personal Auto,,Offer2,Branch,388.135527,Four-Door Car,Medsize
MU75490,Urban,Married,107,1,97,0,3,Corporate Auto,,Offer1,Agent,415.850776,SUV,Medsize
UA44429,Suburban,Married,68,3,52,0,1,Personal Auto,,Offer2,Branch,326.4,Four-Door Car,Medsize
PP64004,Suburban,Married,105,4,38,0,3,Personal Auto,,Offer1,Agent,1126.65778,SUV,Small
FI77477,Suburban,Single,126,15,45,0,1,Personal Auto,,Offer4,Agent,907.2,SUV,Small
NT40494,Urban,Married,63,8,0,0,6,Personal Auto,,Offer1,Agent,160.52105,Four-Door Car,Medsize
YM98727,Suburban,Married,109,5,97,1,2,Personal Auto,,Offer1,Agent,523.2,Four-Door Car,Small
NT77164,Rural,Married,71,9,32,0,1,Personal Auto,,Offer1,Agent,125.510669,Four-Door Car,Medsize
IL91509,Suburban,Single,190,2,78,1,4,Special Auto,,Offer1,Call Center,1398.023248,Luxury Car,Medsize
PS47550,Suburban,Married,108,4,71,0,2,Personal Auto,,Offer1,Branch,776.601764,SUV,Medsize
PK66498,Suburban,Married,73,26,96,0,2,Personal Auto,,Offer1,Call Center,507.709291,Two-Door Car,Medsize
NG93751,Urban,Married,82,13,20,0,1,Corporate Auto,,Offer2,Branch,350.325879,Two-Door Car,Medsize
KL84615,Suburban,Married,68,0,16,2,3,Personal Auto,,Offer3,Call Center,469.278843,Four-Door Car,Large
AP27994,Suburban,Married,112,27,59,0,1,Special Auto,,Offer3,Agent,537.6,Sports Car,Medsize
TP20456,Suburban,Married,229,28,70,0,1,Personal Auto,,Offer3,Agent,1550.375183,Luxury SUV,Medsize
OB21477,Suburban,Married,91,2,87,0,2,Personal Auto,,Offer3,Branch,436.8,Two-Door Car,Medsize
LH80781,Suburban,Single,73,24,69,1,3,Personal Auto,,Offer1,Agent,655.791955,Four-Door Car,Medsize
UU70820,Urban,Married,74,4,9,0,5,Personal Auto,,Offer2,Call Center,199.444294,Four-Door Car,Large
ER66372,Suburban,Married,63,3,73,2,2,Personal Auto,,Offer1,Agent,302.4,Four-Door Car,Medsize
XD81935,Urban,Married,65,10,56,1,3,Personal Auto,,Offer2,Agent,288.572108,Four-Door Car,Medsize
AT30076,Suburban,Single,92,1,95,0,1,Personal Auto,,Offer3,Agent,495.750669,Four-Door Car,Small
EW34576,Suburban,Divorced,72,28,19,0,1,Corporate Auto,,Offer1,Agent,386.225897,Four-Door Car,Medsize
XC14741,Urban,Divorced,73,24,26,0,1,Corporate Auto,,Offer2,Branch,188.667196,Four-Door Car,Medsize
PG84165,Suburban,Single,77,6,36,0,1,Personal Auto,,Offer2,Branch,554.4,Four-Door Car,Medsize
CN16311,Rural,Married,68,11,85,0,8,Corporate Auto,,Offer2,Call Center,33.781673,Four-Door Car,Medsize
TZ19823,Suburban,Divorced,82,10,69,0,1,Personal Auto,,Offer1,Agent,393.6,Four-Door Car,Medsize
NC34154,Suburban,Married,71,16,62,2,2,Special Auto,,Offer2,Web,340.8,Two-Door Car,Medsize
LQ50657,Suburban,Married,90,1,69,0,1,Personal Auto,,Offer2,Agent,432,Two-Door Car,Large
JL16084,Suburban,Single,95,15,37,0,3,Personal Auto,,Offer1,Branch,564.302867,Four-Door Car,Medsize
CJ81391,Urban,Married,64,23,19,0,2,Personal Auto,,Offer2,Web,268.471802,Four-Door Car,Medsize
WQ89892,Suburban,Married,70,26,44,1,1,Special Auto,,Offer2,Branch,336,Two-Door Car,Medsize
JW70372,Rural,Married,89,27,50,2,7,Personal Auto,,Offer2,Branch,181.287697,Four-Door Car,Medsize
AW17574,Suburban,Divorced,129,13,19,0,8,Corporate Auto,,Offer1,Call Center,628.366119,SUV,Large
GL66847,Rural,Married,69,14,94,0,2,Personal Auto,,Offer2,Web,159.383042,Two-Door Car,Medsize
DC62428,Suburban,Married,65,6,42,0,8,Personal Auto,,Offer3,Branch,312,Four-Door Car,Medsize
KR54589,Rural,Married,73,1,11,0,3,Personal Auto,,Offer4,Agent,45.472477,Four-Door Car,Small
BC47264,Rural,Single,98,30,28,0,5,Special Auto,,Offer3,Agent,243.292609,Two-Door Car,Medsize
SN58128,Urban,Married,130,20,15,0,7,Personal Auto,,Offer4,Branch,443.786437,SUV,Small
TD97297,Urban,Married,109,14,58,0,6,Personal Auto,,Offer3,Agent,505.082702,Sports Car,Medsize
TK13024,Urban,Married,111,2,84,0,1,Personal Auto,,Offer2,Web,313.270725,SUV,Medsize
LR97507,Suburban,Single,74,17,59,0,1,Corporate Auto,,Offer1,Agent,663.423782,Four-Door Car,Large
KC14861,Rural,Married,185,15,75,1,6,Personal Auto,,Offer1,Web,1.587888,Luxury SUV,Medsize
DC37886,Rural,Married,67,1,10,0,2,Personal Auto,,Offer2,Branch,24.843535,Two-Door Car,Medsize
SP56326,Suburban,Divorced,101,29,35,0,7,Personal Auto,,Offer1,Branch,670.581817,Four-Door Car,Medsize
OQ99704,Urban,Married,100,21,78,0,1,Personal Auto,,Offer2,Branch,475.20088,SUV,Small
GQ92754,Suburban,Married,87,1,70,0,2,Personal Auto,,Offer1,Call Center,417.6,Four-Door Car,Medsize
DX28320,Suburban,Single,72,6,13,2,7,Personal Auto,,Offer1,Branch,594.683752,Four-Door Car,Medsize
BM83544,Suburban,Single,108,2,94,0,5,Personal Auto,,Offer2,Agent,518.4,SUV,Medsize
YB96664,Suburban,Divorced,65,5,68,3,9,Corporate Auto,,Offer2,Branch,467.803638,Two-Door Car,Medsize
RO90746,Suburban,Married,220,17,87,0,7,Personal Auto,,Offer3,Agent,1056,Luxury Car,Medsize
UV46349,Rural,Married,90,25,63,2,7,Personal Auto,,Offer3,Call Center,134.442783,Four-Door Car,Medsize
MY32188,Suburban,Single,74,24,33,0,1,Corporate Auto,,Offer1,Agent,355.2,Two-Door Car,Small
OV87950,Suburban,Married,73,26,23,0,1,Personal Auto,,Offer3,Branch,350.4,Two-Door Car,Large
ZG82132,Suburban,Single,103,14,79,0,1,Personal Auto,,Offer1,Branch,494.4,Two-Door Car,Medsize
LZ31103,Urban,Married,62,26,81,0,1,Personal Auto,,Offer2,Agent,208.598246,Four-Door Car,Medsize
HO79663,Rural,Married,104,13,84,1,1,Personal Auto,,Offer1,Branch,65.03063,Sports Car,Medsize
RS57109,Rural,Married,104,31,21,2,1,Personal Auto,,Offer1,Agent,97.313649,Two-Door Car,Medsize
NA21420,Rural,Divorced,67,24,22,0,4,Corporate Auto,,Offer2,Agent,49.435556,Four-Door Car,Medsize
MY98825,Rural,Divorced,68,35,70,0,2,Corporate Auto,,Offer3,Web,65.471028,Two-Door Car,Medsize
VW73816,Urban,Married,116,1,77,1,3,Personal Auto,,Offer1,Agent,501.716934,SUV,Medsize
FN66189,Rural,Married,96,5,54,0,2,Personal Auto,,Offer4,Branch,43.578516,Four-Door Car,Medsize
HU75748,Suburban,Single,66,14,73,1,2,Personal Auto,,Offer3,Branch,470.691875,Two-Door Car,Medsize
OS11465,Suburban,Married,106,12,5,0,7,Special Auto,,Offer4,Call Center,508.8,SUV,Medsize
UY61913,Urban,Married,118,34,24,0,4,Personal Auto,,Offer1,Agent,425.489592,SUV,Medsize
OD70577,Suburban,Single,80,3,99,1,1,Personal Auto,,Offer1,Branch,962.526106,Two-Door Car,Medsize
DC91024,Suburban,Single,69,19,74,0,2,Personal Auto,,Offer4,Branch,331.2,Two-Door Car,Small
VQ67172,Suburban,Married,72,30,48,0,2,Corporate Auto,,Offer4,Agent,622.992063,Four-Door Car,Small
MF23895,Rural,Married,65,29,77,1,1,Corporate Auto,,Offer4,Agent,33.171413,Four-Door Car,Medsize
AA10041,Suburban,Single,113,35,83,0,5,Personal Auto,,Offer1,Call Center,1258.327804,SUV,Medsize
DV36320,Urban,Married,223,5,56,0,4,Personal Auto,,Offer4,Branch,937.327881,Luxury SUV,Medsize
UE72026,Rural,Divorced,126,21,39,0,1,Personal Auto,,Offer3,Agent,306.818754,Sports Car,Small
SE78641,Suburban,Single,67,33,19,0,4,Personal Auto,,Offer1,Call Center,577.385463,Two-Door Car,Large
YC69616,Suburban,Married,72,11,3,0,1,Personal Auto,,Offer2,Branch,345.6,Two-Door Car,Large
SM10254,Suburban,Married,124,28,49,0,1,Personal Auto,,Offer2,Agent,839.348464,SUV,Small
AG45299,Rural,Divorced,108,12,87,0,8,Personal Auto,,Offer2,Web,186.459607,SUV,Small
KS45476,Suburban,Single,131,22,89,0,2,Personal Auto,,Offer1,Agent,810.06514,Sports Car,Large
No69427,Rural,Married,70,10,50,0,1,Corporate Auto,,Offer4,Agent,112.336604,Four-Door Car,Medsize
BA52133,Suburban,Married,68,30,19,0,7,Personal Auto,,Offer3,Call Center,387.774781,Four-Door Car,Small
WT59944,Rural,Divorced,146,23,93,0,2,Personal Auto,,Offer2,Call Center,76.475359,Sports Car,Medsize
XV30885,Urban,Divorced,116,15,75,1,1,Personal Auto,,Offer1,Agent,381.570261,SUV,Medsize
LU79865,Suburban,Divorced,74,0,16,1,9,Personal Auto,,Offer1,Agent,355.2,Four-Door Car,Small
BL29046,Urban,Married,66,32,30,0,7,Corporate Auto,,Offer2,Branch,309.577946,Four-Door Car,Medsize
AM34581,Rural,Married,87,19,44,3,6,Corporate Auto,,Offer2,Branch,71.10847,Two-Door Car,Medsize
YN75239,Rural,Married,199,14,37,1,1,Personal Auto,,Offer3,Agent,35.768916,Luxury SUV,Small
OJ84485,Suburban,Married,110,13,20,0,2,Personal Auto,,Offer1,Call Center,528,SUV,Medsize
JA12995,Suburban,Married,63,6,75,0,1,Personal Auto,,Offer3,Agent,302.4,Four-Door Car,Medsize
OD85990,Suburban,Divorced,102,5,21,0,1,Corporate Auto,,Offer1,Branch,489.6,SUV,Medsize
NZ57264,Suburban,Single,113,33,18,0,4,Personal Auto,,Offer4,Call Center,813.6,SUV,Medsize
OL39995,Suburban,Divorced,65,1,30,0,2,Personal Auto,,Offer4,Agent,360.480689,Four-Door Car,Medsize
LK51620,Suburban,Married,106,21,80,0,2,Corporate Auto,,Offer1,Branch,508.8,Four-Door Car,Small
ZB91993,Suburban,Married,96,28,90,5,5,Personal Auto,,Offer1,Agent,460.8,Four-Door Car,Medsize
SZ60342,Suburban,Married,65,17,94,0,3,Personal Auto,,Offer1,Agent,312,Two-Door Car,Small
WE80653,Rural,Divorced,103,2,75,2,6,Personal Auto,,Offer1,Agent,2.455033,SUV,Medsize
EE28119,Urban,Divorced,118,28,22,2,1,Personal Auto,,Offer1,Agent,373.227044,Two-Door Car,Medsize
GA49547,Rural,Married,68,28,96,0,6,Personal Auto,,Offer1,Branch,17.269323,Four-Door Car,Medsize
BA92673,Rural,Married,63,17,24,0,2,Personal Auto,,Offer2,Web,40.622304,Four-Door Car,Large
PT70350,Suburban,Married,104,15,56,0,2,Corporate Auto,,Offer4,Agent,640.584145,Four-Door Car,Medsize
KL29678,Suburban,Married,106,16,60,0,5,Personal Auto,,Offer2,Agent,508.8,Sports Car,Medsize
HL84679,Suburban,Married,91,13,77,0,1,Personal Auto,,Offer3,Call Center,436.8,Four-Door Car,Medsize
GH94657,Suburban,Married,61,14,97,0,1,Personal Auto,,Offer2,Call Center,396.608751,Four-Door Car,Medsize
EZ71780,Suburban,Divorced,78,18,12,0,2,Special Auto,,Offer3,Agent,374.4,Four-Door Car,Medsize
BW76745,Rural,Divorced,62,30,77,0,1,Personal Auto,,Offer1,Agent,67.530904,Four-Door Car,Large
TN64240,Suburban,Divorced,99,1,57,0,5,Corporate Auto,,Offer4,Call Center,629.344642,Four-Door Car,Small
AE23906,Rural,Married,62,15,7,0,2,Personal Auto,,Offer1,Branch,128.969729,Four-Door Car,Medsize
CX20455,Suburban,Married,102,35,48,0,2,Corporate Auto,,Offer1,Branch,489.6,SUV,Medsize
KX18446,Suburban,Married,84,33,70,0,7,Corporate Auto,,Offer2,Agent,599.000883,Two-Door Car,Medsize
NR66922,Rural,Married,94,23,11,3,2,Corporate Auto,,Offer3,Agent,229.711908,Four-Door Car,Medsize
PQ27923,Urban,Divorced,79,7,79,0,4,Personal Auto,,Offer3,Agent,338.79562,Two-Door Car,Medsize
No81415,Suburban,Married,79,14,28,0,1,Personal Auto,,Offer4,Call Center,905.699717,Four-Door Car,Small
OI48534,Rural,Single,65,13,33,0,1,Personal Auto,,Offer3,Web,35.597288,Four-Door Car,Medsize
FH83537,Suburban,Single,106,2,50,0,1,Personal Auto,,Offer3,Agent,879.42749,Sports Car,Medsize
VH94792,Suburban,Single,65,7,22,0,6,Special Auto,,Offer2,Web,312,Four-Door Car,Medsize
VD37089,Suburban,Divorced,90,8,35,0,1,Corporate Auto,,Offer2,Branch,562.426585,Four-Door Car,Medsize
UW68708,Suburban,Single,69,20,95,0,4,Personal Auto,,Offer1,Web,496.8,Four-Door Car,Medsize
PV39600,Suburban,Divorced,111,6,10,0,7,Personal Auto,,Offer4,Agent,1257.527908,Two-Door Car,Small
ZD42919,Urban,Married,113,25,59,0,1,Personal Auto,,Offer2,Call Center,466.81627,SUV,Medsize
ZX68434,Suburban,Divorced,134,13,56,0,1,Personal Auto,,Offer3,Web,643.2,SUV,Medsize
CH81088,Urban,Married,93,9,92,0,1,Personal Auto,,Offer2,Call Center,343.755209,Four-Door Car,Medsize
SV68939,Rural,Married,124,28,58,0,3,Personal Auto,,Offer2,Agent,286.003968,SUV,Medsize
WI81695,Suburban,Married,91,8,60,0,1,Personal Auto,,Offer1,Agent,436.8,Four-Door Car,Medsize
OU50429,Suburban,Married,64,20,76,1,2,Personal Auto,,Offer2,Agent,460.8,Four-Door Car,Small
TE44937,Suburban,Married,119,11,9,0,2,Personal Auto,,Offer2,Agent,571.2,SUV,Small
GC29421,Rural,Divorced,73,11,0,0,1,Personal Auto,,Offer3,Call Center,106.267659,Four-Door Car,Medsize
RF71693,Urban,Married,65,31,37,0,9,Corporate Auto,,Offer1,Agent,171.184016,Four-Door Car,Medsize
JZ22920,Suburban,Married,81,33,32,0,1,Personal Auto,,Offer3,Agent,438.276898,Four-Door Car,Medsize
ZL68596,Rural,Married,73,26,33,0,2,Special Auto,,Offer2,Branch,137.195447,Four-Door Car,Medsize
GV91160,Suburban,Married,78,10,63,0,1,Personal Auto,,Offer2,Agent,486.278557,Four-Door Car,Large
PC80039,Suburban,Divorced,63,22,96,0,1,Personal Auto,,Offer1,Web,352.394515,Four-Door Car,Medsize
RH72839,Suburban,Married,116,15,80,0,1,Personal Auto,,Offer2,Call Center,556.8,Two-Door Car,Small
SV15363,Suburban,Married,80,5,72,0,3,Personal Auto,,Offer2,Call Center,384,Two-Door Car,Large
CN17219,Suburban,Married,72,15,64,0,2,Personal Auto,,Offer1,Agent,345.6,Two-Door Car,Small
ZM84839,Rural,Married,68,21,83,2,2,Personal Auto,,Offer1,Web,158.041549,Two-Door Car,Medsize
ZO31878,Urban,Married,67,16,21,0,3,Personal Auto,,Offer1,Call Center,191.409775,Four-Door Car,Small
BU70181,Rural,Divorced,72,9,71,0,3,Personal Auto,,Offer2,Branch,174.041566,Four-Door Car,Small
RN20799,Suburban,Married,63,13,0,0,7,Personal Auto,,Offer2,Agent,302.4,Four-Door Car,Small
VF58561,Suburban,Divorced,62,12,79,0,3,Personal Auto,,Offer1,Agent,297.6,Four-Door Car,Medsize
HU26687,Rural,Married,73,33,55,4,1,Personal Auto,,Offer2,Branch,137.081716,Four-Door Car,Medsize
VT84289,Suburban,Single,74,23,10,0,4,Personal Auto,,Offer1,Agent,355.2,Four-Door Car,Medsize
ZG17326,Suburban,Married,64,14,18,0,8,Personal Auto,,Offer2,Agent,326.660051,Four-Door Car,Large
ZR84007,Suburban,Single,64,13,82,1,2,Personal Auto,,Offer2,Branch,307.2,Four-Door Car,Medsize
WM17695,Suburban,Married,135,18,92,0,2,Personal Auto,,Offer1,Agent,714.831947,SUV,Large
YR76491,Rural,Married,137,10,92,0,2,Personal Auto,,Offer2,Branch,32.978158,SUV,Medsize
NY93341,Rural,Married,114,22,39,0,6,Personal Auto,,Offer3,Branch,272.835064,SUV,Medsize
BC87161,Suburban,Married,69,4,65,0,1,Personal Auto,,Offer2,Agent,331.2,Two-Door Car,Medsize
PW23851,Suburban,Married,127,5,84,0,2,Personal Auto,,Offer1,Agent,617.202619,SUV,Small
UM73815,Suburban,Married,178,0,15,0,7,Personal Auto,,Offer1,Call Center,854.4,SUV,Medsize
HW19506,Suburban,Married,139,16,50,0,1,Personal Auto,,Offer1,Branch,667.2,SUV,Medsize
JF90784,Suburban,Divorced,139,24,3,1,2,Personal Auto,,Offer1,Branch,1389.140121,SUV,Small
OW15518,Rural,Married,87,10,55,1,2,Personal Auto,,Offer2,Web,46.041452,Two-Door Car,Medsize
BR28896,Urban,Single,81,5,3,0,1,Personal Auto,,Offer2,Web,372.909686,Two-Door Car,Large
PD32943,Suburban,Married,64,32,89,1,3,Personal Auto,,Offer2,Branch,307.2,Four-Door Car,Small
GM83516,Suburban,Divorced,67,14,72,0,1,Corporate Auto,,Offer2,Agent,321.6,Four-Door Car,Medsize
BK15048,Suburban,Single,69,23,32,1,2,Personal Auto,,Offer1,Branch,496.8,Four-Door Car,Small
RA27021,Rural,Married,91,17,90,0,2,Corporate Auto,,Offer2,Agent,184.516188,Four-Door Car,Large
JW15941,Rural,Married,95,5,98,0,1,Personal Auto,,Offer2,Web,107.661239,Two-Door Car,Medsize
GP20408,Suburban,Married,94,3,38,0,1,Personal Auto,,Offer2,Agent,451.2,Two-Door Car,Small
AM57175,Suburban,Divorced,76,6,70,1,2,Personal Auto,,Offer1,Branch,507.560729,Four-Door Car,Small
RI40862,Urban,Married,69,21,84,0,7,Personal Auto,,Offer1,Agent,325.395532,Four-Door Car,Small
EY86980,Rural,Single,78,33,2,0,7,Corporate Auto,,Offer4,Agent,122.486486,Two-Door Car,Medsize
FG24850,Suburban,Divorced,65,9,81,0,3,Personal Auto,,Offer1,Agent,312,Four-Door Car,Small
JB39997,Rural,Married,78,5,17,0,7,Personal Auto,,Offer4,Call Center,93.515817,Four-Door Car,Medsize
CG43444,Rural,Divorced,80,23,31,0,2,Personal Auto,,Offer2,Branch,111.265486,Four-Door Car,Small
ZG69918,Urban,Married,73,4,65,1,2,Special Auto,,Offer1,Call Center,206.863422,Four-Door Car,Medsize
GM70734,Urban,Divorced,91,29,47,1,2,Corporate Auto,,Offer1,Agent,280.800938,Two-Door Car,Medsize
PM14429,Urban,Single,88,7,42,0,8,Personal Auto,,Offer1,Branch,318.866388,Four-Door Car,Medsize
FD55376,Suburban,Married,74,24,11,1,2,Corporate Auto,,Offer3,Agent,355.2,Four-Door Car,Medsize
PS25185,Suburban,Single,110,1,63,0,1,Corporate Auto,,Offer1,Web,528,Two-Door Car,Medsize
YE70791,Suburban,Single,73,22,13,0,4,Personal Auto,,Offer2,Call Center,350.4,Four-Door Car,Medsize
UN52560,Suburban,Married,80,16,84,0,3,Personal Auto,,Offer2,Branch,384,Four-Door Car,Small
SS95187,Urban,Divorced,87,6,87,0,1,Personal Auto,,Offer4,Branch,334.452807,Four-Door Car,Medsize
OU62959,Urban,Married,198,5,84,2,3,Personal Auto,,Offer3,Web,808.844338,Luxury SUV,Medsize
ZV36800,Suburban,Married,113,11,0,0,1,Corporate Auto,,Offer3,Branch,542.4,Sports Car,Medsize
XF83901,Suburban,Single,105,28,69,0,1,Personal Auto,,Offer1,Branch,756,Four-Door Car,Large
RE12758,Suburban,Married,85,6,58,0,3,Personal Auto,,Offer4,Agent,612,Four-Door Car,Medsize
CH97666,Suburban,Married,100,4,68,0,1,Personal Auto,,Offer3,Web,720,Sports Car,Medsize
NU25698,Suburban,Married,121,16,21,3,2,Personal Auto,,Offer1,Agent,580.8,SUV,Medsize
ZV80216,Suburban,Married,153,25,5,0,1,Personal Auto,,Offer2,Web,1027.000029,SUV,Medsize
PB47955,Suburban,Single,119,3,54,0,3,Personal Auto,,Offer2,Branch,856.8,SUV,Medsize
BD36887,Suburban,Married,105,4,53,0,1,Personal Auto,,Offer1,Agent,653.685468,Sports Car,Medsize
JG65202,Suburban,Single,74,24,82,0,2,Personal Auto,,Offer1,Agent,568.798455,Two-Door Car,Medsize
YV76240,Urban,Married,134,22,56,0,9,Corporate Auto,,Offer1,Call Center,611.918994,SUV,Large
LN28900,Suburban,Single,85,3,61,0,2,Personal Auto,,Offer1,Web,612,Four-Door Car,Small
IN77241,Urban,Married,67,3,50,0,3,Corporate Auto,,Offer2,Branch,251.795869,Two-Door Car,Medsize
DI42246,Suburban,Married,62,9,49,0,1,Personal Auto,,Offer1,Agent,325.88607,Four-Door Car,Medsize
SE86346,Suburban,Married,65,30,90,0,2,Corporate Auto,,Offer2,Web,452.915621,Four-Door Car,Small
FK46365,Suburban,Married,102,24,5,0,1,Personal Auto,,Offer2,Agent,489.6,SUV,Small
XW93623,Urban,Married,184,17,59,0,1,Personal Auto,,Offer3,Agent,587.37679,Luxury SUV,Medsize
FJ62579,Suburban,Divorced,183,29,65,2,7,Personal Auto,,Offer1,Call Center,878.4,Luxury SUV,Small
ZZ22193,Suburban,Single,71,25,80,0,3,Personal Auto,,Offer1,Agent,380.919824,Four-Door Car,Medsize
ZY77695,Suburban,Single,72,28,29,0,1,Personal Auto,,Offer1,Agent,345.6,Two-Door Car,Medsize
ZJ65064,Suburban,Single,70,28,29,0,8,Personal Auto,,Offer3,Call Center,336,Four-Door Car,Medsize
FA59186,Suburban,Single,67,11,87,0,3,Personal Auto,,Offer1,Web,482.4,Two-Door Car,Medsize
XS74336,Suburban,Single,71,12,37,0,1,Personal Auto,,Offer4,Web,511.2,Four-Door Car,Small
RT80802,Rural,Married,102,33,51,0,2,Personal Auto,,Offer1,Branch,220.038588,Sports Car,Small
KN65809,Suburban,Married,99,26,60,0,2,Personal Auto,,Offer1,Agent,475.2,Four-Door Car,Small
QF17381,Suburban,Married,62,5,41,0,3,Corporate Auto,,Offer1,Agent,740.838216,Four-Door Car,Small
JF16897,Suburban,Married,73,8,65,0,2,Personal Auto,,Offer1,Branch,863.909989,Four-Door Car,Medsize
PB90912,Suburban,Married,193,15,33,0,1,Personal Auto,,Offer2,Web,926.4,Luxury SUV,Large
CH50339,Suburban,Married,69,18,64,1,1,Corporate Auto,,Offer4,Call Center,470.275242,Four-Door Car,Small
GU41198,Suburban,Divorced,80,22,50,2,2,Corporate Auto,,Offer1,Call Center,384,Four-Door Car,Medsize
CT96082,Rural,Married,62,25,32,0,6,Corporate Auto,,Offer1,Call Center,49.364254,Two-Door Car,Medsize
KP26590,Rural,Married,96,21,37,1,1,Personal Auto,,Offer1,Branch,151.589577,Four-Door Car,Large
ZQ51896,Suburban,Single,108,15,17,0,2,Special Auto,,Offer4,Web,777.6,SUV,Large
BI34286,Suburban,Married,81,22,54,0,5,Corporate Auto,,Offer1,Branch,388.8,Four-Door Car,Medsize
XJ97760,Urban,Single,61,7,87,0,8,Personal Auto,,Offer1,Call Center,254.308991,Four-Door Car,Medsize
CO71128,Suburban,Single,190,7,45,0,2,Personal Auto,,Offer2,Agent,1368,Luxury SUV,Medsize
SJ88799,Suburban,Single,101,2,61,0,1,Personal Auto,,Offer3,Agent,707.408058,Four-Door Car,Medsize
RC74014,Suburban,Single,71,3,84,0,6,Special Auto,,Offer3,Web,849.666647,Two-Door Car,Small
CP66511,Urban,Married,65,4,44,2,1,Personal Auto,,Offer2,Agent,178.408186,Two-Door Car,Small
JG13893,Suburban,Married,61,33,31,0,2,Corporate Auto,,Offer4,Call Center,435.835125,Two-Door Car,Large
ER49844,Rural,Married,64,2,52,2,5,Personal Auto,,Offer4,Call Center,138.961963,Four-Door Car,Medsize
AU91447,Suburban,Married,105,3,56,0,2,Special Auto,,Offer1,Agent,504,SUV,Large
SK58227,Urban,Single,113,12,59,0,7,Personal Auto,,Offer1,Agent,528.20086,SUV,Small
HG23705,Rural,Single,73,4,93,1,1,Personal Auto,,Offer2,Agent,9.160139,Four-Door Car,Medsize
MV93555,Suburban,Single,137,1,95,0,3,Personal Auto,,Offer2,Web,696.757797,SUV,Medsize
